session_id,set_id,project,chosen_stage,max_rejected_stage,chosen_path,rejected_paths,timestamp
tattersail-0918_extraction,group_20250725_163844,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_163844_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_163907_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_164054_stage2_upscaled.png']",2025-07-25T16:38:44+00:00
tattersail-0918_extraction,group_20250725_164131,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_164131_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_164152_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_164339_stage2_upscaled.png']",2025-07-25T16:41:31+00:00
tattersail-0918_extraction,group_20250725_170807,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_170807_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_170828_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_171015_stage2_upscaled.png']",2025-07-25T17:08:07+00:00
tattersail-0918_extraction,group_20250725_175317,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_175317_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_175334_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_175521_stage2_upscaled.png']",2025-07-25T17:53:17+00:00
tattersail-0918_extraction,group_20250725_180917,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_180917_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_180935_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_181122_stage2_upscaled.png']",2025-07-25T18:09:17+00:00
tattersail-0918_extraction,group_20250725_181442,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_181442_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_181502_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_181649_stage2_upscaled.png']",2025-07-25T18:14:42+00:00
tattersail-0918_extraction,group_20250725_182816,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_182816_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_182836_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_183023_stage2_upscaled.png']",2025-07-25T18:28:16+00:00
tattersail-0918_extraction,group_20250725_193443,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_193443_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_193502_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_193649_stage2_upscaled.png']",2025-07-25T19:34:43+00:00
tattersail-0918_extraction,group_20250725_195329,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_195329_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_195348_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_195535_stage2_upscaled.png']",2025-07-25T19:53:29+00:00
tattersail-0918_extraction,group_20250725_195851,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_195851_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_195910_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_200057_stage2_upscaled.png']",2025-07-25T19:58:51+00:00
tattersail-0918_extraction,group_20250725_204607,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_204607_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_204629_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250725_204816_stage2_upscaled.png']",2025-07-25T20:46:07+00:00
tattersail-0918_extraction,group_20250726_011336,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_011336_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_011354_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_011541_stage2_upscaled.png']",2025-07-26T01:13:36+00:00
tattersail-0918_extraction,group_20250726_034842,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_034842_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_034901_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_035048_stage2_upscaled.png']",2025-07-26T03:48:42+00:00
tattersail-0918_extraction,group_20250726_035646,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_035646_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_035709_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_035856_stage2_upscaled.png']",2025-07-26T03:56:46+00:00
tattersail-0918_extraction,group_20250726_041022,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_041022_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_041040_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_041227_stage2_upscaled.png']",2025-07-26T04:10:22+00:00
tattersail-0918_extraction,group_20250726_044436,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_044436_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_044456_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_044643_stage2_upscaled.png']",2025-07-26T04:44:36+00:00
tattersail-0918_extraction,group_20250726_051634,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_051634_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_051651_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_051838_stage2_upscaled.png']",2025-07-26T05:16:34+00:00
tattersail-0918_extraction,group_20250726_081612,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_081612_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_081634_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_081822_stage2_upscaled.png']",2025-07-26T08:16:12+00:00
tattersail-0918_extraction,group_20250726_085127,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_085127_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_085141_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_085329_stage2_upscaled.png']",2025-07-26T08:51:27+00:00
tattersail-0918_extraction,group_20250726_093401,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_093401_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_093425_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_093612_stage2_upscaled.png']",2025-07-26T09:34:01+00:00
tattersail-0918_extraction,group_20250726_111059,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_111059_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_111118_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_111305_stage2_upscaled.png']",2025-07-26T11:10:59+00:00
tattersail-0918_extraction,group_20250726_111912,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_111912_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_111932_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_112119_stage2_upscaled.png']",2025-07-26T11:19:12+00:00
tattersail-0918_extraction,group_20250726_130344,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_130344_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_130403_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_130550_stage2_upscaled.png']",2025-07-26T13:03:44+00:00
tattersail-0918_extraction,group_20250726_141548,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_141548_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_141601_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_141748_stage2_upscaled.png']",2025-07-26T14:15:48+00:00
tattersail-0918_extraction,group_20250726_162016,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162016_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162029_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162216_stage2_upscaled.png']",2025-07-26T16:20:16+00:00
tattersail-0918_extraction,group_20250726_162253,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162253_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162310_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_162457_stage2_upscaled.png']",2025-07-26T16:22:53+00:00
tattersail-0918_extraction,group_20250726_163610,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_163610_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_163630_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_163817_stage2_upscaled.png']",2025-07-26T16:36:10+00:00
tattersail-0918_extraction,group_20250726_174045,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_174045_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_174046_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_174233_stage2_upscaled.png']",2025-07-26T17:40:45+00:00
tattersail-0918_extraction,group_20250726_184248,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_184248_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_184308_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_184455_stage2_upscaled.png']",2025-07-26T18:42:48+00:00
tattersail-0918_extraction,group_20250726_184813,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_184813_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_184832_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_185019_stage2_upscaled.png']",2025-07-26T18:48:13+00:00
tattersail-0918_extraction,group_20250726_221931,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_221931_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_221954_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_222141_stage2_upscaled.png']",2025-07-26T22:19:31+00:00
tattersail-0918_extraction,group_20250726_234620,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_234620_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_234640_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250726_234827_stage2_upscaled.png']",2025-07-26T23:46:20+00:00
tattersail-0918_extraction,group_20250727_021233,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_021233_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_021257_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_021445_stage2_upscaled.png']",2025-07-27T02:12:33+00:00
tattersail-0918_extraction,group_20250727_035729,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_035729_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_035749_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_035936_stage2_upscaled.png']",2025-07-27T03:57:29+00:00
tattersail-0918_extraction,group_20250727_040257,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_040257_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_040313_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_040500_stage2_upscaled.png']",2025-07-27T04:02:57+00:00
tattersail-0918_extraction,group_20250727_041306,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_041306_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_041326_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_041513_stage2_upscaled.png']",2025-07-27T04:13:06+00:00
tattersail-0918_extraction,group_20250727_064353,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064353_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064410_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064548_stage2_upscaled.png']",2025-07-27T06:43:53+00:00
tattersail-0918_extraction,group_20250727_064625,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064625_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064647_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_064825_stage2_upscaled.png']",2025-07-27T06:46:25+00:00
tattersail-0918_extraction,group_20250727_072645,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_072645_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_072707_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_072845_stage2_upscaled.png']",2025-07-27T07:26:45+00:00
tattersail-0918_extraction,group_20250727_073155,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_073155_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_073214_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_073352_stage2_upscaled.png']",2025-07-27T07:31:55+00:00
tattersail-0918_extraction,group_20250727_073933,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_073933_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_073952_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_074130_stage2_upscaled.png']",2025-07-27T07:39:33+00:00
tattersail-0918_extraction,group_20250727_074440,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_074440_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_074503_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_074641_stage2_upscaled.png']",2025-07-27T07:44:40+00:00
tattersail-0918_extraction,group_20250727_133941,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_133941_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_134003_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_134141_stage2_upscaled.png']",2025-07-27T13:39:41+00:00
tattersail-0918_extraction,group_20250727_141233,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141233_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141252_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141430_stage2_upscaled.png']",2025-07-27T14:12:33+00:00
tattersail-0918_extraction,group_20250727_141506,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141506_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141527_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_141705_stage2_upscaled.png']",2025-07-27T14:15:06+00:00
tattersail-0918_extraction,group_20250727_151341,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_151341_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_151405_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_151543_stage2_upscaled.png']",2025-07-27T15:13:41+00:00
tattersail-0918_extraction,group_20250727_161449,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_161449_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_161511_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_161649_stage2_upscaled.png']",2025-07-27T16:14:49+00:00
tattersail-0918_extraction,group_20250727_171042,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_171042_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_171104_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_171242_stage2_upscaled.png']",2025-07-27T17:10:42+00:00
tattersail-0918_extraction,group_20250727_174345,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_174345_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_174406_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_174544_stage2_upscaled.png']",2025-07-27T17:43:45+00:00
tattersail-0918_extraction,group_20250727_180907,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_180907_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_180908_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_181046_stage2_upscaled.png']",2025-07-27T18:09:07+00:00
tattersail-0918_extraction,group_20250727_184708,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_184708_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_184728_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_184906_stage2_upscaled.png']",2025-07-27T18:47:08+00:00
tattersail-0918_extraction,group_20250727_185727,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_185727_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_185747_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_185925_stage2_upscaled.png']",2025-07-27T18:57:27+00:00
tattersail-0918_extraction,group_20250727_193741,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_193741_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_193801_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_193939_stage2_upscaled.png']",2025-07-27T19:37:41+00:00
tattersail-0918_extraction,group_20250727_205823,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_205823_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_205845_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_210023_stage2_upscaled.png']",2025-07-27T20:58:23+00:00
tattersail-0918_extraction,group_20250727_212609,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_212609_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_212630_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_212808_stage2_upscaled.png']",2025-07-27T21:26:09+00:00
tattersail-0918_extraction,group_20250727_213119,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_213119_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_213139_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_213317_stage2_upscaled.png']",2025-07-27T21:31:19+00:00
tattersail-0918_extraction,group_20250727_223316,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_223316_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_223338_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_223517_stage2_upscaled.png']",2025-07-27T22:33:16+00:00
tattersail-0918_extraction,group_20250727_224335,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_224335_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_224354_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_224532_stage2_upscaled.png']",2025-07-27T22:43:35+00:00
tattersail-0918_extraction,group_20250727_234515,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_234515_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_234534_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250727_234712_stage2_upscaled.png']",2025-07-27T23:45:15+00:00
tattersail-0918_extraction,group_20250728_003844,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_003844_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_003906_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_004044_stage2_upscaled.png']",2025-07-28T00:38:44+00:00
tattersail-0918_extraction,group_20250728_013711,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_013711_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_013733_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_013911_stage2_upscaled.png']",2025-07-28T01:37:11+00:00
tattersail-0918_extraction,group_20250728_015459,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_015459_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_015521_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_015659_stage2_upscaled.png']",2025-07-28T01:54:59+00:00
tattersail-0918_extraction,group_20250728_054145,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_054145_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_054206_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250728_054344_stage2_upscaled.png']",2025-07-28T05:41:45+00:00
tattersail-0918_extraction,group_20250819_024954,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_024954_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_025013_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_025153_stage2_upscaled.png']",2025-08-19T02:49:54+00:00
tattersail-0918_extraction,group_20250819_041323,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_041323_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_041347_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_041527_stage2_upscaled.png']",2025-08-19T04:13:23+00:00
tattersail-0918_extraction,group_20250819_041839,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_041839_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_041859_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_042038_stage2_upscaled.png']",2025-08-19T04:18:39+00:00
tattersail-0918_extraction,group_20250819_051707,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_051707_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_051723_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250819_051903_stage2_upscaled.png']",2025-08-19T05:17:07+00:00
