session_id,set_id,directory,chosen_path,chosen_stage,timestamp,time_diff_days,raw_mtime,final_mtime
mojo1_historical,20250728_071214,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_071214_stage1.5_face_swapped.png,1.5,20250728_071214,75.1850925925926,2025-07-28T07:12:14+00:00,2025-10-11T11:38:46+00:00
mojo1_historical,20250726_010628,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010628_stage1.5_face_swapped.png,1.5,20250726_010628,68.51515046296296,2025-07-26T01:06:29+00:00,2025-10-02T13:28:18+00:00
mojo1_historical,20250726_111519,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_111519_stage1.5_face_swapped.png,1.5,20250726_111519,75.99208333333333,2025-07-26T11:15:20+00:00,2025-10-10T11:03:56+00:00
mojo1_historical,20250727_161033,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_161033_stage1.5_face_swapped.png,1.5,20250727_161033,75.28849537037037,2025-07-27T16:10:34+00:00,2025-10-10T23:06:00+00:00
mojo1_historical,20250726_005847,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_005847_stage1.5_face_swapped.png,1.5,20250726_005847,68.5201388888889,2025-07-26T00:58:48+00:00,2025-10-02T13:27:48+00:00
mojo1_historical,20250725_164844,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_164844_stage1.5_face_swapped.png,1.5,20250725_164844,75.19737268518519,2025-07-25T16:48:45+00:00,2025-10-08T21:32:58+00:00
mojo1_historical,20250727_213110,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_213110_stage1.5_face_swapped.png,1.5,20250727_213110,75.14575231481481,2025-07-27T21:31:11+00:00,2025-10-11T01:01:04+00:00
mojo1_historical,20250726_015429,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_015429_stage1.5_face_swapped.png,1.5,20250726_015429,68.48920138888889,2025-07-26T01:54:29+00:00,2025-10-02T13:38:56+00:00
mojo1_historical,20250726_150715,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_150715_stage1.5_face_swapped.png,1.5,20250726_150715,76.17052083333333,2025-07-26T15:07:15+00:00,2025-10-10T19:12:48+00:00
mojo1_historical,20250727_154208,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_154208_stage1.5_face_swapped.png,1.5,20250727_154208,67.21844907407407,2025-07-27T15:42:08+00:00,2025-10-02T20:56:42+00:00
mojo1_historical,20250726_081834,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_081834_stage1.5_face_swapped.png,1.5,20250726_081834,76.08074074074074,2025-07-26T08:18:34+00:00,2025-10-10T10:14:50+00:00
mojo1_historical,20250727_225949,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_225949_stage1.5_face_swapped.png,1.5,20250727_225949,67.76032407407408,2025-07-27T22:59:50+00:00,2025-10-03T17:14:42+00:00
mojo1_historical,20250727_180759,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_180759_stage1.5_face_swapped.png,1.5,20250727_180759,75.2478587962963,2025-07-27T18:07:59+00:00,2025-10-11T00:04:54+00:00
mojo1_historical,20250727_113558,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_113558_stage1.5_face_swapped.png,1.5,20250727_113558,67.33564814814815,2025-07-27T11:35:58+00:00,2025-10-02T19:39:18+00:00
mojo1_historical,20250728_045559,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_045559_stage1.5_face_swapped.png,1.5,20250728_045559,67.5630324074074,2025-07-28T04:56:00+00:00,2025-10-03T18:26:46+00:00
mojo1_historical,20250726_040726,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_040726_stage1.5_face_swapped.png,1.5,20250726_040726,76.21921296296296,2025-07-26T04:07:26+00:00,2025-10-10T09:23:06+00:00
mojo1_historical,20250725_171207,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_171207_stage1.5_face_swapped.png,1.5,20250725_171207,68.78670138888889,2025-07-25T17:12:07+00:00,2025-10-02T12:04:58+00:00
mojo1_historical,20250728_062927,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_062927_stage1.5_face_swapped.png,1.5,20250728_062927,75.21196759259259,2025-07-28T06:29:28+00:00,2025-10-11T11:34:42+00:00
mojo1_historical,20250725_201010,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_201010_stage1.5_face_swapped.png,1.5,20250725_201010,75.09612268518518,2025-07-25T20:10:11+00:00,2025-10-08T22:28:36+00:00
mojo1_historical,20250727_185810,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_185810_stage1.5_face_swapped.png,1.5,20250727_185810,75.2186574074074,2025-07-27T18:58:10+00:00,2025-10-11T00:13:02+00:00
mojo1_historical,20250725_224428,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_224428_stage1.5_face_swapped.png,1.5,20250725_224428,68.59769675925926,2025-07-25T22:44:29+00:00,2025-10-02T13:05:10+00:00
mojo1_historical,20250727_123230,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_123230_stage1.5_face_swapped.png,1.5,20250727_123230,75.39956018518518,2025-07-27T12:32:30+00:00,2025-10-10T22:07:52+00:00
mojo1_historical,20250726_022747,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_022747_stage1.5_face_swapped.png,1.5,20250726_022747,68.4703125,2025-07-26T02:27:47+00:00,2025-10-02T13:45:02+00:00
mojo1_historical,20250727_222534,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_222534_stage1.5_face_swapped.png,1.5,20250727_222534,75.12585648148148,2025-07-27T22:25:34+00:00,2025-10-11T01:26:48+00:00
mojo1_historical,20250727_194524,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_194524_stage1.5_face_swapped.png,1.5,20250727_194524,75.19259259259259,2025-07-27T19:45:24+00:00,2025-10-11T00:22:44+00:00
mojo1_historical,20250727_102904,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_102904_stage1.5_face_swapped.png,1.5,20250727_102904,75.45524305555556,2025-07-27T10:29:05+00:00,2025-10-10T21:24:38+00:00
mojo1_historical,20250725_235803,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_235803_stage1.5_face_swapped.png,1.5,20250725_235803,75.0019212962963,2025-07-25T23:58:04+00:00,2025-10-09T00:00:50+00:00
mojo1_historical,20250727_070032,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_070032_stage1.5_face_swapped.png,1.5,20250727_070032,75.540625,2025-07-27T07:00:32+00:00,2025-10-10T19:59:02+00:00
mojo1_historical,20250725_095831,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_095831_stage2_upscaled.png,2.0,20250725_095831,75.45047453703704,2025-07-25T09:58:33+00:00,2025-10-08T20:47:14+00:00
mojo1_historical,20250728_000859,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_000859_stage1.5_face_swapped.png,1.5,20250728_000859,67.72354166666666,2025-07-28T00:09:00+00:00,2025-10-03T17:30:54+00:00
mojo1_historical,20250726_011020,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_011020_stage1.5_face_swapped.png,1.5,20250726_011020,74.97274305555555,2025-07-26T01:10:21+00:00,2025-10-09T00:31:06+00:00
mojo1_historical,20250725_181931,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_181931_stage1.5_face_swapped.png,1.5,20250725_181931,75.15550925925926,2025-07-25T18:19:32+00:00,2025-10-08T22:03:28+00:00
mojo1_historical,20250727_211956,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_211956_stage1.5_face_swapped.png,1.5,20250727_211956,75.14652777777778,2025-07-27T21:19:56+00:00,2025-10-11T00:50:56+00:00
mojo1_historical,20250727_105607,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_105607_stage1.5_face_swapped.png,1.5,20250727_105607,67.35894675925925,2025-07-27T10:56:07+00:00,2025-10-02T19:33:00+00:00
mojo1_historical,20250728_042037,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_042037_stage1.5_face_swapped.png,1.5,20250728_042037,67.58636574074075,2025-07-28T04:20:38+00:00,2025-10-03T18:25:00+00:00
mojo1_historical,20250727_100939,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_100939_stage1.5_face_swapped.png,1.5,20250727_100939,67.35631944444444,2025-07-27T10:09:40+00:00,2025-10-02T18:42:46+00:00
mojo1_historical,20250728_003324,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_003324_stage1.5_face_swapped.png,1.5,20250728_003324,75.04975694444444,2025-07-28T00:33:25+00:00,2025-10-11T01:45:04+00:00
mojo1_historical,20250726_110434,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_110434_stage1.5_face_swapped.png,1.5,20250726_110434,75.998125,2025-07-26T11:04:34+00:00,2025-10-10T11:01:52+00:00
mojo1_historical,20250725_172208,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_172208_stage1.5_face_swapped.png,1.5,20250725_172208,68.78049768518518,2025-07-25T17:22:09+00:00,2025-10-02T12:06:04+00:00
mojo1_historical,20250727_102108,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_102108_stage1.5_face_swapped.png,1.5,20250727_102108,75.4594212962963,2025-07-27T10:21:08+00:00,2025-10-10T21:22:42+00:00
mojo1_historical,20250726_040547,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_040547_stage1.5_face_swapped.png,1.5,20250726_040547,76.22019675925925,2025-07-26T04:05:47+00:00,2025-10-10T09:22:52+00:00
mojo1_historical,20250727_093349,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_093349_stage1.5_face_swapped.png,1.5,20250727_093349,67.36785879629629,2025-07-27T09:33:49+00:00,2025-10-02T18:23:32+00:00
mojo1_historical,20250725_213014,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_213014_stage1.5_face_swapped.png,1.5,20250725_213014,75.04681712962963,2025-07-25T21:30:15+00:00,2025-10-08T22:37:40+00:00
mojo1_historical,20250727_144934,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_144934_stage1.5_face_swapped.png,1.5,20250727_144934,75.33116898148148,2025-07-27T14:49:35+00:00,2025-10-10T22:46:28+00:00
mojo1_historical,20250727_131133,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_131133_stage1_generated.png,1.0,20250727_131133,67.30146990740741,2025-07-27T13:11:33+00:00,2025-10-02T20:25:40+00:00
mojo1_historical,20250725_195604,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_195604_stage1.5_face_swapped.png,1.5,20250725_195604,75.10467592592593,2025-07-25T19:56:04+00:00,2025-10-08T22:26:48+00:00
mojo1_historical,20250728_043648,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_043648_stage1.5_face_swapped.png,1.5,20250728_043648,67.5754861111111,2025-07-28T04:36:48+00:00,2025-10-03T18:25:30+00:00
mojo1_historical,20250727_064402,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_064402_stage1.5_face_swapped.png,1.5,20250727_064402,75.53075231481482,2025-07-27T06:44:03+00:00,2025-10-10T19:28:20+00:00
mojo1_historical,20250727_171303,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_171303_stage1.5_face_swapped.png,1.5,20250727_171303,75.27054398148148,2025-07-27T17:13:03+00:00,2025-10-10T23:42:38+00:00
mojo1_historical,20250726_102558,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_102558_stage1.5_face_swapped.png,1.5,20250726_102558,76.01805555555555,2025-07-26T10:25:58+00:00,2025-10-10T10:51:58+00:00
mojo1_historical,20250725_222558,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_222558_stage1.5_face_swapped.png,1.5,20250725_222558,68.60912037037038,2025-07-25T22:25:58+00:00,2025-10-02T13:03:06+00:00
mojo1_historical,20250726_093123,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_093123_stage1.5_face_swapped.png,1.5,20250726_093123,76.0446412037037,2025-07-26T09:31:23+00:00,2025-10-10T10:35:40+00:00
mojo1_historical,20250726_010449,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010449_stage1.5_face_swapped.png,1.5,20250726_010449,68.51614583333334,2025-07-26T01:04:49+00:00,2025-10-02T13:28:04+00:00
mojo1_historical,20250726_131029,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_131029_stage1.5_face_swapped.png,1.5,20250726_131029,75.95077546296297,2025-07-26T13:10:29+00:00,2025-10-10T11:59:36+00:00
mojo1_historical,20250727_200151,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_200151_stage1.5_face_swapped.png,1.5,20250727_200151,75.18385416666666,2025-07-27T20:01:51+00:00,2025-10-11T00:26:36+00:00
mojo1_historical,20250725_190029,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_190029_stage1.5_face_swapped.png,1.5,20250725_190029,68.71835648148148,2025-07-25T19:00:30+00:00,2025-10-02T12:14:56+00:00
mojo1_historical,20250727_170346,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_170346_stage1.5_face_swapped.png,1.5,20250727_170346,75.27092592592592,2025-07-27T17:03:46+00:00,2025-10-10T23:33:54+00:00
mojo1_historical,20250727_231444,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_231444_stage1.5_face_swapped.png,1.5,20250727_231444,75.09859953703703,2025-07-27T23:14:45+00:00,2025-10-11T01:36:44+00:00
mojo1_historical,20250726_064631,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_064631_stage1.5_face_swapped.png,1.5,20250726_064631,76.12810185185185,2025-07-26T06:46:32+00:00,2025-10-10T09:51:00+00:00
mojo1_historical,20250725_233126,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_233126_stage1.5_face_swapped.png,1.5,20250725_233126,68.56947916666667,2025-07-25T23:31:27+00:00,2025-10-02T13:11:30+00:00
mojo1_historical,20250726_130223,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_130223_stage1.5_face_swapped.png,1.5,20250726_130223,75.93607638888889,2025-07-26T13:02:23+00:00,2025-10-10T11:30:20+00:00
mojo1_historical,20250728_044001,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_044001_stage1.5_face_swapped.png,1.5,20250728_044001,75.28065972222223,2025-07-28T04:40:01+00:00,2025-10-11T11:24:10+00:00
mojo1_historical,20250725_213152,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_213152_stage1.5_face_swapped.png,1.5,20250725_213152,75.04585648148148,2025-07-25T21:31:52+00:00,2025-10-08T22:37:54+00:00
mojo1_historical,20250727_201941,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_201941_stage1.5_face_swapped.png,1.5,20250727_201941,75.17328703703704,2025-07-27T20:19:42+00:00,2025-10-11T00:29:14+00:00
mojo1_historical,20250727_082737,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_082737_stage1.5_face_swapped.png,1.5,20250727_082737,75.49797453703704,2025-07-27T08:27:37+00:00,2025-10-10T20:24:42+00:00
mojo1_historical,20250725_233835,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_233835_stage1.5_face_swapped.png,1.5,20250725_233835,75.0097337962963,2025-07-25T23:38:35+00:00,2025-10-08T23:52:36+00:00
mojo1_historical,20250728_034741,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_034741_stage1.5_face_swapped.png,1.5,20250728_034741,74.93047453703704,2025-07-28T03:47:41+00:00,2025-10-11T02:07:34+00:00
mojo1_historical,20250725_174028,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_174028_stage1.5_face_swapped.png,1.5,20250725_174028,68.76907407407407,2025-07-25T17:40:28+00:00,2025-10-02T12:07:56+00:00
mojo1_historical,20250706_002129,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250706_002129_stage3_enhanced.png,3.0,20250706_002129,97.47215277777778,2025-07-06T00:21:32+00:00,2025-10-11T11:41:26+00:00
mojo1_historical,20250726_035140,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_035140_stage1.5_face_swapped.png,1.5,20250726_035140,76.22244212962963,2025-07-26T03:51:41+00:00,2025-10-10T09:12:00+00:00
mojo1_historical,20250726_133841,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_133841_stage1.5_face_swapped.png,1.5,20250726_133841,75.9375,2025-07-26T13:38:42+00:00,2025-10-10T12:08:42+00:00
mojo1_historical,20250725_220110,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_220110_stage1.5_face_swapped.png,1.5,20250725_220110,75.02746527777778,2025-07-25T22:01:11+00:00,2025-10-08T22:40:44+00:00
mojo1_historical,20250726_045929,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_045929_stage1.5_face_swapped.png,1.5,20250726_045929,76.18896990740741,2025-07-26T04:59:29+00:00,2025-10-10T09:31:36+00:00
mojo1_historical,20250728_005621,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_005621_stage1.5_face_swapped.png,1.5,20250728_005621,75.03502314814814,2025-07-28T00:56:22+00:00,2025-10-11T01:46:48+00:00
mojo1_historical,20250725_171336,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_171336_stage1.5_face_swapped.png,1.5,20250725_171336,68.7858912037037,2025-07-25T17:13:37+00:00,2025-10-02T12:05:18+00:00
mojo1_historical,20250726_081905,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_081905_stage1.5_face_swapped.png,1.5,20250726_081905,76.08038194444444,2025-07-26T08:19:05+00:00,2025-10-10T10:14:50+00:00
mojo1_historical,20250726_114900,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_114900_stage1.5_face_swapped.png,1.5,20250726_114900,75.97640046296296,2025-07-26T11:49:01+00:00,2025-10-10T11:15:02+00:00
mojo1_historical,20250727_115939,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_115939_stage1.5_face_swapped.png,1.5,20250727_115939,75.41539351851851,2025-07-27T11:59:40+00:00,2025-10-10T21:57:50+00:00
mojo1_historical,20250726_065258,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_065258_stage1.5_face_swapped.png,1.5,20250726_065258,76.12461805555556,2025-07-26T06:52:59+00:00,2025-10-10T09:52:26+00:00
mojo1_historical,20250727_135141,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_135141_stage1.5_face_swapped.png,1.5,20250727_135141,75.35336805555555,2025-07-27T13:51:41+00:00,2025-10-10T22:20:32+00:00
mojo1_historical,20250728_013509,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_013509_stage1.5_face_swapped.png,1.5,20250728_013509,67.67262731481482,2025-07-28T01:35:09+00:00,2025-10-03T17:43:44+00:00
mojo1_historical,20250728_014903,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_014903_stage1.5_face_swapped.png,1.5,20250728_014903,67.66758101851852,2025-07-28T01:49:03+00:00,2025-10-03T17:50:22+00:00
mojo1_historical,20250725_165235,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_165235_stage1.5_face_swapped.png,1.5,20250725_165235,75.19496527777778,2025-07-25T16:52:35+00:00,2025-10-08T21:33:20+00:00
mojo1_historical,20250726_101959,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_101959_stage1.5_face_swapped.png,1.5,20250726_101959,76.02109953703703,2025-07-26T10:19:59+00:00,2025-10-10T10:50:22+00:00
mojo1_historical,20250726_012217,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_012217_stage1.5_face_swapped.png,1.5,20250726_012217,68.5074537037037,2025-07-26T01:22:18+00:00,2025-10-02T13:33:02+00:00
mojo1_historical,20250727_181553,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_181553_stage1.5_face_swapped.png,1.5,20250727_181553,75.24309027777778,2025-07-27T18:15:53+00:00,2025-10-11T00:05:56+00:00
mojo1_historical,20250726_074608,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_074608_stage1.5_face_swapped.png,1.5,20250726_074608,76.09577546296296,2025-07-26T07:46:09+00:00,2025-10-10T10:04:04+00:00
mojo1_historical,20250727_101257,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_101257_stage1.5_face_swapped.png,1.5,20250727_101257,67.38559027777778,2025-07-27T10:12:57+00:00,2025-10-02T19:28:12+00:00
mojo1_historical,20250728_063137,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_063137_stage1.5_face_swapped.png,1.5,20250728_063137,75.21048611111111,2025-07-28T06:31:38+00:00,2025-10-11T11:34:44+00:00
mojo1_historical,20250725_184621,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_184621_stage1.5_face_swapped.png,1.5,20250725_184621,75.14701388888889,2025-07-25T18:46:22+00:00,2025-10-08T22:18:04+00:00
mojo1_historical,20250727_180516,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_180516_stage1.5_face_swapped.png,1.5,20250727_180516,75.24868055555555,2025-07-27T18:05:16+00:00,2025-10-11T00:03:22+00:00
mojo1_historical,20250725_200305,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_200305_stage1.5_face_swapped.png,1.5,20250725_200305,68.67803240740741,2025-07-25T20:03:06+00:00,2025-10-02T12:19:28+00:00
mojo1_historical,20250726_020754,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_020754_stage1.5_face_swapped.png,1.5,20250726_020754,68.48074074074074,2025-07-26T02:07:54+00:00,2025-10-02T13:40:10+00:00
mojo1_historical,20250728_060943,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_060943_stage1.5_face_swapped.png,1.5,20250728_060943,75.22354166666666,2025-07-28T06:09:44+00:00,2025-10-11T11:31:38+00:00
mojo1_historical,20250727_223656,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_223656_stage1.5_face_swapped.png,1.5,20250727_223656,75.12344907407407,2025-07-27T22:36:56+00:00,2025-10-11T01:34:42+00:00
mojo1_historical,20250728_010419,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_010419_stage1.5_face_swapped.png,1.5,20250728_010419,67.6901388888889,2025-07-28T01:04:20+00:00,2025-10-03T17:38:08+00:00
mojo1_historical,20250726_134903,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_134903_stage1.5_face_swapped.png,1.5,20250726_134903,75.93300925925926,2025-07-26T13:49:04+00:00,2025-10-10T12:12:36+00:00
mojo1_historical,20250727_112544,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_112544_stage1.5_face_swapped.png,1.5,20250727_112544,75.42055555555555,2025-07-27T11:25:44+00:00,2025-10-10T21:31:20+00:00
mojo1_historical,20250725_214319,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_214319_stage1.5_face_swapped.png,1.5,20250725_214319,68.6185300925926,2025-07-25T21:43:19+00:00,2025-10-02T12:34:00+00:00
mojo1_historical,20250726_010342,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010342_stage1.5_face_swapped.png,1.5,20250726_010342,74.97590277777778,2025-07-26T01:03:42+00:00,2025-10-09T00:29:00+00:00
mojo1_historical,20250726_133416,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_133416_stage1.5_face_swapped.png,1.5,20250726_133416,75.93994212962963,2025-07-26T13:34:17+00:00,2025-10-10T12:07:48+00:00
mojo1_historical,20250726_030833,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_030833_stage1.5_face_swapped.png,1.5,20250726_030833,76.24641203703703,2025-07-26T03:08:34+00:00,2025-10-10T09:03:24+00:00
mojo1_historical,20250726_075544,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_075544_stage1.5_face_swapped.png,1.5,20250726_075544,76.09246527777778,2025-07-26T07:55:45+00:00,2025-10-10T10:08:54+00:00
mojo1_historical,20250725_151335,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_151335_stage1.5_face_swapped.png,1.5,20250725_151335,75.25060185185185,2025-07-25T15:13:36+00:00,2025-10-08T21:14:28+00:00
